BOROUGH,NEIGHBORHOOD,BUILDING_CATEGORY,ADDRESS,ZIP_CODE,LAND_SQR_FT,GROSS_SQR_FT,YEAR_BUILT,PRICE,long,lat
STATEN ISLAND,NEW BRIGHTON             ,ONE FAMILY HOME,160 CORSON AVENUE                        ,10301,3333,1406,2008,334620,-74.0841293334961,40.63732147216797
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,108-04 225TH STREET                      ,11429,5000,1776,1950,419000,-73.7314224243164,40.70766830444336
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,227-34 114TH ROAD                        ,11411,4200,1848,1950,535000,-73.72920989990234,40.70061111450195
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1249 EAST 84TH STREET                    ,11236,2000,2820,1960,475000,-73.90363311767578,40.631649017333984
QUEENS,SOUTH OZONE PARK         ,ONE FAMILY HOME,117-34 132ND STREET                      ,11420,1500,1290,1960,510000,-73.80693817138672,40.67544937133789
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,73-58 190TH   STREET                     ,11366,4000,1352,1955,630000,-73.78076171875,40.731998443603516
STATEN ISLAND,GRASMERE                 ,ONE FAMILY HOME,16 GRASMERE COURT                        ,10305,1054,1200,1989,302000,-74.08419036865234,40.60149002075195
QUEENS,CAMBRIA HEIGHTS          ,ONE FAMILY HOME,119-02 234TH STREET                      ,11411,3900,1000,1945,439000,-74.22931671142578,40.51860046386719
BRONX,COUNTRY CLUB,ONE FAMILY HOME,1431 SHORE DRIVE,10465,2134,1224,1960,469900,-73.81681060791016,40.833900451660156
STATEN ISLAND,PRINCES BAY              ,ONE FAMILY HOME,599 JOHNSTON TERRACE                     ,10309,1976,2058,1989,490000,-74.20210266113281,40.51348114013672
QUEENS,QUEENS VILLAGE,ONE FAMILY HOME,102-21 221ST STREET,11429,1520,1586,1960,420000,-73.73255157470703,40.71266174316406
QUEENS,SPRINGFIELD GARDENS      ,TWO FAMILY HOMES,183-05 145 DRIVE                         ,11413,2565,1370,2005,539000,-73.76261901855469,40.66326141357422
BROOKLYN,CYPRESS HILLS            ,TWO FAMILY HOMES,95 WYONA STREET                          ,11207,1966,2712,1994,480000,-73.89405059814453,40.67702865600586
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,43 RIVINGTON AVENUE                      ,10314,4575,2276,1975,545000,-74.16410064697266,40.59751892089844
STATEN ISLAND,GREAT KILLS-BAY TERRACE  ,ONE FAMILY HOME,85 CRANFORD STREET                       ,10308,3000,1176,1975,435000,-74.11316680908203,40.62331771850586
BRONX,CITY ISLAND              ,TWO FAMILY HOMES,3 PELL PLACE                             ,10464,7125,3440,1984,940000,-73.78787994384766,40.841941833496094
QUEENS,ARVERNE                  ,TWO FAMILY HOMES,ROCKAWAY BEACH BLVD                      ,11691,4082,1944,2004,489000,-73.77665710449219,40.59358596801758
STATEN ISLAND,NEW DORP-BEACH,ONE FAMILY HOME,132 MILTON AVENUE,10306,1300,1140,1989,405000,-74.10472106933594,40.56352996826172
BROOKLYN,FLATBUSH-EAST            ,TWO FAMILY HOMES,4524 GLENDALE COURT                      ,11234,1932,1640,1945,392000,-73.93244171142578,40.633148193359375
QUEENS,CAMBRIA HEIGHTS          ,ONE FAMILY HOME,220-10 120TH AVENUE                      ,11411,4800,1750,1945,470000,-73.74224853515625,40.6898307800293
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,163-61 88TH STREET                       ,11414,6000,2775,1960,805000,-73.82940673828125,40.65768051147461
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,123 EAST FIGUREA AVENUE                  ,10308,2730,1512,1970,340000,-74.22931671142578,40.51860046386719
BRONX,WILLIAMSBRIDGE           ,THREE FAMILY HOMES,1049 EAST 226 STREET                     ,10466,2318,4796,2004,685000,-73.84117126464844,40.90293884277344
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,22743 113 AVENUE                         ,11429,4000,2348,1960,400000,-73.72828674316406,40.709293365478516
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,42-41 159TH STREET                       ,11358,4000,3400,2007,1130257,-73.80663299560547,40.759498596191406
STATEN ISLAND,OAKWOOD,ONE FAMILY HOME,44 ELMIRA STREET,10306,5000,910,1945,400000,-74.1220932006836,40.56285095214844
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,153-25 59TH AVENUE                       ,11355,4000,1105,1950,760000,-73.81575012207031,40.74113082885742
QUEENS,OAKLAND GARDENS          ,ONE FAMILY HOME,218-15 HARTLAND AVENUE                   ,11364,6110,1440,1955,838888,-73.7528305053711,40.736148834228516
BRONX,SCHUYLERVILLE/PELHAM BAY ,ONE FAMILY HOME,1513 CROSBY AVENUE                       ,10461,2275,2160,2001,375000,-73.83042907714844,40.84257125854492
STATEN ISLAND,ELTINGVILLE              ,TWO FAMILY HOMES,100 VINELAND AVENUE                      ,10312,4000,2944,2011,755000,-74.18435668945312,40.5506706237793
QUEENS,BAYSIDE                  ,TWO FAMILY HOMES,29-08 203RD STREET                       ,11360,5000,2898,1960,880000,-73.78746795654297,40.771419525146484
STATEN ISLAND,SOUTH BEACH              ,THREE FAMILY HOMES,91 OLYMPIA BOULEVARD                     ,10305,3280,2808,1955,525000,-74.07157135009766,40.592918395996094
QUEENS,OZONE PARK               ,THREE FAMILY HOMES,109-19 97TH   STREET                     ,11417,2300,2560,1965,450000,-73.84044647216797,40.67771911621094
BRONX,MORRISANIA/LONGWOOD,TWO FAMILY HOMES,569 FOX STREET,10455,2500,2340,1990,720000,-73.90267944335938,40.81364822387695
STATEN ISLAND,NEW DORP                 ,TWO FAMILY HOMES,114 PRESCOTT AVENUE                      ,10306,2400,2576,1978,499900,-74.11073303222656,40.577701568603516
QUEENS,BAYSIDE,TWO FAMILY HOMES,200-36 45TH AVENUE,11361,4000,2390,1955,1790084,-73.7812728881836,40.756839752197266
QUEENS,OZONE PARK               ,TWO FAMILY HOMES,10819 109 STREET                         ,11419,5000,2808,1963,425000,-73.81050109863281,40.69415283203125
STATEN ISLAND,WOODROW                  ,TWO FAMILY HOMES,37 BROOKSIDE LOOP                        ,10309,4792,3700,2011,784051,-74.21420288085938,40.53997039794922
BROOKLYN,FLATBUSH-CENTRAL         ,THREE FAMILY HOMES,2812 ALBEMARLE ROAD                      ,11226,1601,3120,2006,795000,-73.95068359375,40.64794921875
QUEENS,MIDDLE VILLAGE           ,TWO FAMILY HOMES,61-07 75 PLACE                           ,11379,1800,1998,1950,589000,-73.86759948730469,40.728919982910156
BROOKLYN,BUSHWICK                 ,THREE FAMILY HOMES,616 HART STREET                          ,11221,1950,2940,2007,565128,-73.92774963378906,40.69758987426758
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,154-11 24TH   AVENUE                     ,11357,4100,2025,1950,760000,-73.80872344970703,40.77693176269531
QUEENS,BEECHHURST               ,ONE FAMILY HOME,162-19 CRYDERS LANE                      ,11357,5000,2860,2005,850000,-73.79974365234375,40.78850173950195
QUEENS,EAST ELMHURST            ,TWO FAMILY HOMES,31-06 97 STREET                          ,11369,2570,2088,2000,685000,-73.85769653320312,40.76974868774414
QUEENS,FRESH MEADOWS            ,TWO FAMILY HOMES,73-64 197TH STREET                       ,11366,3000,1848,1955,710000,-73.77459716796875,40.73381042480469
STATEN ISLAND,MANOR HEIGHTS            ,ONE FAMILY HOME,272 GANSEVOORT BOULEVARD                 ,10314,6975,1105,1950,450000,-74.12702178955078,40.605350494384766
QUEENS,QUEENS VILLAGE           ,TWO FAMILY HOMES,113-64 SPRINGFIELD BOULEVAR              ,11429,1940,1560,1965,360000,-73.74131774902344,40.70220947265625
STATEN ISLAND,NEW BRIGHTON             ,ONE FAMILY HOME,248 STANLEY AVENUE                       ,10301,4320,2392,1960,419000,-74.0931167602539,40.63412857055664
QUEENS,FLUSHING-SOUTH,TWO FAMILY HOMES,61-25 169TH STREET,11365,4000,1564,1945,959000,-73.79979705810547,40.73738098144531
BROOKLYN,SHEEPSHEAD BAY           ,TWO FAMILY HOMES,2672 BROWN STREET                        ,11235,2000,2251,1960,600000,-73.9378433227539,40.588069915771484
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,70 OCEANVIEW PLACE                       ,10308,4400,3280,2005,712775,-74.1520004272461,40.542388916015625
STATEN ISLAND,NEW BRIGHTON             ,ONE FAMILY HOME,27 EAST BUCHANAN STREET                  ,10301,4360,1917,2012,429936,-74.08914184570312,40.64432907104492
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,140-41 POPLAR AVENUE                     ,11355,4000,2791,1950,400000,-73.81424713134766,40.748138427734375
BRONX,WILLIAMSBRIDGE           ,TWO FAMILY HOMES,4066 PAULDING AVENUE                     ,10466,1533,2422,1955,350000,-73.85012817382812,40.88759994506836
BROOKLYN,CANARSIE                 ,ONE FAMILY HOME,1138 EAST 82ND                           ,11236,1600,1680,1965,400000,-73.90750122070312,40.63235855102539
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,13911 34 AVENUE                          ,11354,2425,5167,2008,565000,-73.82743835449219,40.767311096191406
STATEN ISLAND,WOODROW,ONE FAMILY HOME,162 LORRAINE LOOP,10309,1062,1032,1992,456000,-74.21988677978516,40.54473114013672
QUEENS,WHITESTONE               ,TWO FAMILY HOMES,157-04 20TH AVENUE                       ,11357,1526,1710,2007,950000,-73.80584716796875,40.78049087524414
QUEENS,REGO PARK                ,THREE FAMILY HOMES,97-12 67TH   AVENUE                      ,11374,2000,3302,1965,800000,-73.85581970214844,40.723289489746094
BRONX,MORRIS PARK/VAN NEST,THREE FAMILY HOMES,1617 FOWLER AVENUE,10462,2608,3175,1992,640000,-73.85672760009766,40.84418869018555
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,208-35 30TH AVENUE                       ,11360,4059,2135,1960,670000,-74.22915649414062,40.51850128173828
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,115 TRAVIS AVENUE                        ,10314,2929,1827,1981,435000,-74.14984130859375,40.58634948730469
STATEN ISLAND,SOUTH BEACH              ,ONE FAMILY HOME,49 CRESTWATER COURT                      ,10305,1035,1675,2002,530000,-74.06867980957031,40.59001159667969
BRONX,WOODLAWN                 ,ONE FAMILY HOME,235 EAST 239 STREET                      ,10470,4000,2784,1950,410000,-74.22915649414062,40.51850128173828
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,2266 BERGEN AVENUE                       ,11234,2717,1615,1965,680000,-73.90074157714844,40.61919021606445
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,76 MOFFETT STREET                        ,10312,2964,1440,1970,360000,-74.17488098144531,40.54499053955078
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,53 FURNESS PLACE                         ,10314,3060,2028,1981,669000,-74.15261840820312,40.58572006225586
BROOKLYN,EAST NEW YORK            ,TWO FAMILY HOMES,1126 ELDERT LANE                         ,11208,3173,2950,2004,355000,-73.8612289428711,40.66209030151367
QUEENS,GLEN OAKS                ,ONE FAMILY HOME,76-36 263 STREET                         ,11004,4000,2500,1950,570000,-73.70980072021484,40.74916076660156
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,5847 196 PLACE                           ,11365,5800,1750,1945,430000,-73.77998352050781,40.74342346191406
STATEN ISLAND,PLEASANT PLAINS          ,TWO FAMILY HOMES,6795 HYLAN BOULEVARD                     ,10309,6193,3685,2006,1100000,-74.22999572753906,40.508453369140625
STATEN ISLAND,ROSEBANK                 ,ONE FAMILY HOME,227 VIRGINIA AVENUE                      ,10305,4815,960,1955,370000,-74.07418823242188,40.612300872802734
STATEN ISLAND,BULLS HEAD               ,ONE FAMILY HOME,32 SUMNER AVENUE                         ,10314,2464,2016,2004,345000,-74.15589141845703,40.61534118652344
QUEENS,ELMHURST                 ,THREE FAMILY HOMES,42-43 81 STREET                          ,11373,1800,1890,1945,520000,-73.86998748779297,40.7481803894043
BRONX,BAYCHESTER               ,TWO FAMILY HOMES,1492 HICKS STREET                        ,10469,932,2524,2007,665321,-73.84793090820312,40.87921905517578
BRONX,EAST TREMONT             ,THREE FAMILY HOMES,860 ELSMERE PLACE                        ,10460,2250,4048,2001,366588,-73.88703918457031,40.84236145019531
BRONX,CITY ISLAND              ,TWO FAMILY HOMES,191 FORDHAM STREET                       ,10464,2463,2070,1945,450000,-73.78457641601562,40.8477897644043
QUEENS,QUEENS VILLAGE           ,TWO FAMILY HOMES,88-11 SABRE STREET                       ,11427,4000,1321,1955,590190,-73.73538208007812,40.73019027709961
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,17 WOODCUTTERS LANE                      ,10306,1092,1866,1994,338000,-74.14047241210938,40.556278228759766
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,41 WILSON AVENUE                         ,10308,6026,3360,1965,600000,-74.1555404663086,40.549869537353516
QUEENS,RICHMOND HILL            ,TWO FAMILY HOMES,97-29 125TH STREET                       ,11419,4037,2560,1950,725000,-73.82083129882812,40.69184875488281
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,663 EAST 88TH   STREET                   ,11236,2600,2216,1960,410000,-73.90939331054688,40.64118957519531
QUEENS,ROSEDALE                 ,ONE FAMILY HOME,259-48 149 AVENUE                        ,11422,2500,1156,1960,410000,-73.72724151611328,40.65840148925781
QUEENS,REGO PARK,THREE FAMILY HOMES,67-24 BURNS STREET,11375,2500,2103,1980,1060000,-73.8555679321289,40.72251892089844
STATEN ISLAND,CONCORD-FOX HILLS,ONE FAMILY HOME,26 STUDIO LANE,10304,1280,780,1998,401339,-74.07949829101562,40.61418151855469
QUEENS,FLORAL PARK              ,ONE FAMILY HOME,84-74 257 STREET                         ,11001,4000,1864,1945,875000,-73.71053314208984,40.734580993652344
BRONX,BAYCHESTER               ,TWO FAMILY HOMES,4076 BAYCHESTER AVENUE                   ,10466,1994,2813,1965,475000,-73.84327697753906,40.89250183105469
BRONX,PELHAM GARDENS           ,TWO FAMILY HOMES,2501 LODOVICK AVENUE                     ,10469,4000,2300,1998,530000,-73.83722686767578,40.86283874511719
STATEN ISLAND,MANOR HEIGHTS            ,ONE FAMILY HOME,514 MELBA STREET                         ,10314,1833,1724,1998,325000,-74.12387084960938,40.59941101074219
QUEENS,FLUSHING-SOUTH           ,TWO FAMILY HOMES,160-13 76TH ROAD                         ,11366,2565,1900,2004,760000,-73.80777740478516,40.72494125366211
STATEN ISLAND,STAPLETON                ,ONE FAMILY HOME,37 SUSAN COURT                           ,10304,1715,1350,1998,391560,-74.07887268066406,40.62144088745117
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,311 GREAT KILLS ROAD                     ,10308,2666,2088,1990,495000,-74.14157104492188,40.54668045043945
QUEENS,LAURELTON                ,ONE FAMILY HOME,219-10 132 ROAD                          ,11413,2280,1120,2006,410000,-73.74755096435547,40.68378829956055
BROOKLYN,BERGEN BEACH,ONE FAMILY HOME,2324 EAST 71ST STREET,11234,2717,1665,1970,780000,-74.22931671142578,40.51860046386719
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,6507 173 STREET                          ,11365,4000,4070,1954,540000,-73.78982543945312,40.73713684082031
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,380 STOBE AVENUE                         ,10306,2464,1476,1978,440000,-74.09439849853516,40.57936096191406
QUEENS,SOUTH JAMAICA,ONE FAMILY HOME,153-19 110TH ROAD,11433,3000,1785,2002,680000,-73.79485321044922,40.690040588378906
STATEN ISLAND,WOODROW                  ,TWO FAMILY HOMES,21 HEMLOCK LANE                          ,10309,3801,2704,1996,485000,-74.2218017578125,40.53818893432617
BROOKLYN,BROOKLYN HEIGHTS         ,ONE FAMILY HOME,5 COLUMBIA PLACE                         ,11201,1241,3000,2003,3162500,-73.99830627441406,40.6934814453125
QUEENS,OZONE PARK               ,TWO FAMILY HOMES,137-35 79TH STREET                       ,11414,3450,3120,1965,650000,-74.22915649414062,40.51850128173828
QUEENS,LITTLE NECK              ,ONE FAMILY HOME,50-59 DEEPDALE PLACE                     ,11362,6200,4976,1960,1230000,-73.73348236083984,40.76591110229492
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,140-25 NEGUNDO AVENUE                    ,11355,4000,1356,1955,600000,-73.81600189208984,40.7488899230957
QUEENS,BEECHHURST               ,ONE FAMILY HOME,166-26 14TH   AVENUE                     ,11357,4000,1764,1970,925000,-73.79618835449219,40.78929138183594
BRONX,BRONXDALE,TWO FAMILY HOMES,2716 PAULDING AVENUE,10469,2500,2040,2006,710000,-73.85836791992188,40.86613082885742
QUEENS,SO. JAMAICA-BAISLEY PARK ,ONE FAMILY HOME,120-21 145 ST                            ,11436,2600,1056,1960,405000,-73.79437255859375,40.67607879638672
QUEENS,CAMBRIA HEIGHTS          ,ONE FAMILY HOME,115-38 231ST   STREET                    ,11411,4000,1808,1945,554000,-74.22931671142578,40.51860046386719
STATEN ISLAND,DONGAN HILLS-COLONY      ,ONE FAMILY HOME,170 RIDGE AVENUE                         ,10304,12500,1120,1955,615000,-74.10073852539062,40.59791946411133
QUEENS,JACKSON HEIGHTS          ,TWO FAMILY HOMES,92-07 ASTORIA BOULEVARD                  ,11369,1945,2530,1988,801000,-73.87693786621094,40.76353073120117
STATEN ISLAND,BULLS HEAD               ,ONE FAMILY HOME,74 DAWSON CIRCLE                         ,10314,7183,2848,1970,456304,-74.16635131835938,40.603599548339844
QUEENS,OAKLAND GARDENS,ONE FAMILY HOME,64-45 BELL BOULEVARD,11364,2600,1188,1950,735000,-73.7597885131836,40.744789123535156
QUEENS,EAST ELMHURST            ,ONE FAMILY HOME,99-18 23RD   AVENUE                      ,11369,1600,1320,1950,509750,-74.22931671142578,40.51860046386719
BRONX,RIVERDALE                ,THREE FAMILY HOMES,5629 SYLVAN AVENUE                       ,10471,5000,3480,1986,530000,-73.89855194091797,40.90415954589844
STATEN ISLAND,ARROCHAR                 ,THREE FAMILY HOMES,22 JACKSON AVENUE                        ,10305,7500,1875,1950,515000,-74.067138671875,40.597049713134766
QUEENS,ARVERNE,TWO FAMILY HOMES,207 BEACH BREEZE LANE,11692,1964,2905,2004,615000,-73.80368041992188,40.58858871459961
BRONX,MORRISANIA/LONGWOOD      ,TWO FAMILY HOMES,787 HEWITT PLACE                         ,10455,1992,1706,1992,307242,-73.90057373046875,40.81829833984375
STATEN ISLAND,SOUTH BEACH,ONE FAMILY HOME,160 QUINTARD STREET,10305,1000,1200,1989,470000,-74.08297729492188,40.59360885620117
STATEN ISLAND,PRINCES BAY              ,ONE FAMILY HOME,1558 DRUMGOOLE ROAD EAST                 ,10309,3733,2934,2007,643906,-74.20414733886719,40.531211853027344
STATEN ISLAND,GRASMERE                 ,ONE FAMILY HOME,18 GRASMERE COURT                        ,10305,1273,1320,1989,352000,-74.08416748046875,40.6014518737793
BROOKLYN,FLATBUSH-EAST            ,THREE FAMILY HOMES,522 EAST 53RD STREET                     ,11203,2000,2433,1945,535000,-73.92723846435547,40.64693832397461
STATEN ISLAND,CONCORD-FOX HILLS,ONE FAMILY HOME,22 CELEBRATION LANE,10304,1120,900,2002,324000,-74.07865142822266,40.61399841308594
BRONX,SOUNDVIEW,TWO FAMILY HOMES,156 STEPHENS AVENUE,10473,4687,2754,1945,852500,-73.85295104980469,40.80921173095703
BROOKLYN,SPRING CREEK,ONE FAMILY HOME,742 EGAN STREET,11239,1900,1606,2016,419666,-73.86969757080078,40.657798767089844
BRONX,WILLIAMSBRIDGE           ,ONE FAMILY HOME,3711 BARNES AVENUE                       ,10467,1958,2392,1950,360000,-73.86105346679688,40.8809814453125
STATEN ISLAND,LIVINGSTON               ,TWO FAMILY HOMES,115 BEMENT AVENUE                        ,10310,2295,2051,2002,353886,-74.11306762695312,40.63983917236328
STATEN ISLAND,SOUTH BEACH,ONE FAMILY HOME,480 MC CLEAN AVENUE,10305,6300,1036,1950,650000,-74.07595825195312,40.594749450683594
QUEENS,JAMAICA ESTATES          ,ONE FAMILY HOME,81-10 HADDON STREET                      ,11432,8000,3368,1960,1200500,-73.78196716308594,40.72610855102539
QUEENS,WHITESTONE               ,ONE FAMILY HOME,149-31 149 PLACE                         ,11357,5500,1352,1955,820000,-73.81073760986328,40.7989616394043
STATEN ISLAND,CLOVE LAKES              ,ONE FAMILY HOME,50 DOUGLAS AVENUE                        ,10310,7500,1763,1965,635000,-74.11177062988281,40.62411117553711
STATEN ISLAND,ELTINGVILLE,ONE FAMILY HOME,23 CROWN COURT,10312,1012,1383,1992,325000,-74.22931671142578,40.51860046386719
BROOKLYN,CONEY ISLAND,ONE FAMILY HOME,2228 MERMAID AVENUE,11224,1048,2025,2003,645000,-73.98992156982422,40.57592010498047
QUEENS,ST. ALBANS,TWO FAMILY HOMES,113-38 199TH STREET,11412,2600,1734,1970,650000,-73.75601959228516,40.700008392333984
QUEENS,WHITESTONE               ,ONE FAMILY HOME,18-02 150TH   STREET                     ,11357,4750,1736,1950,870000,-73.81430053710938,40.7825813293457
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,844 SHELDON AVENUE                       ,10309,2140,1380,1983,330000,-74.20364379882812,40.53892135620117
STATEN ISLAND,SOUTH BEACH              ,TWO FAMILY HOMES,64 KENSINGTON AVENUE                     ,10305,4000,1888,1950,415000,-74.07763671875,40.59669876098633
QUEENS,REGO PARK                ,ONE FAMILY HOME,67-90 AUSTIN STREET                      ,11375,1312,1364,1945,620000,-73.85279846191406,40.72288131713867
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,29 DEMOPOLIS AVENUE                      ,10308,5040,2008,1970,460000,-74.16124725341797,40.55051040649414
STATEN ISLAND,CLOVE LAKES              ,ONE FAMILY HOME,117 BEVERLY AVENUE                       ,10301,5900,1363,1950,355000,-74.1034164428711,40.618568420410156
BROOKLYN,CANARSIE                 ,THREE FAMILY HOMES,1178 EAST 93 STREET                      ,11236,3900,2900,2005,717866,-73.8873291015625,40.655574798583984
BRONX,THROGS NECK              ,TWO FAMILY HOMES,3102 HARDING AVE                         ,10465,2425,3320,2002,655000,-73.80769348144531,40.816680908203125
QUEENS,QUEENS VILLAGE           ,TWO FAMILY HOMES,22515 112 AVENUE                         ,11429,5100,1376,1950,305000,-73.72969818115234,40.710384368896484
QUEENS,CAMBRIA HEIGHTS          ,ONE FAMILY HOME,116-80 233 STREET                        ,11411,1404,1620,1960,436720,-74.22931671142578,40.51860046386719
STATEN ISLAND,WOODROW                  ,ONE FAMILY HOME,20 LORRAINE LOOP                         ,10309,1196,1032,1991,355000,-74.22019958496094,40.546390533447266
STATEN ISLAND,BULLS HEAD               ,ONE FAMILY HOME,35 LANDER AVENUE                         ,10314,6000,840,1950,425000,-74.22915649414062,40.51850128173828
BROOKLYN,OCEAN PARKWAY-SOUTH      ,TWO FAMILY HOMES,721 AVENUE Y                             ,11235,2142,1652,1945,550000,-73.96170043945312,40.589500427246094
BRONX,THROGS NECK,ONE FAMILY HOME,2832 COLLIS PLACE,10465,1746,1728,1950,482500,-73.81764221191406,40.81473159790039
QUEENS,FAR ROCKAWAY             ,ONE FAMILY HOME,11-15 WATERVIEW STREET                   ,11691,4200,1260,1950,468000,-73.767822265625,40.60414123535156
QUEENS,JACKSON HEIGHTS,ONE FAMILY HOME,24-34 90 PLACE,11369,1800,1831,1950,770000,-73.85729217529297,40.764678955078125
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,120-12 170TH   STREET                    ,11434,4000,2350,2014,625286,-73.77509307861328,40.68247985839844
BROOKLYN,SUNSET PARK              ,ONE FAMILY HOME,186 32ND   STREET                        ,11232,1660,2065,1987,515000,-74.00150299072266,40.656009674072266
STATEN ISLAND,NEW SPRINGVILLE          ,TWO FAMILY HOMES,94 ROCKNE STREET                         ,10314,2600,2392,1982,375000,-74.16007232666016,40.58597946166992
QUEENS,CORONA                   ,TWO FAMILY HOMES,110-12 SAULTELL AVE                      ,11368,1587,2106,1950,575000,-73.85008239746094,40.73952865600586
BROOKLYN,OLD MILL BASIN,THREE FAMILY HOMES,1387 EAST 56TH,11234,2083,3280,1970,320000,-73.92117309570312,40.6219482421875
QUEENS,BRIARWOOD                ,THREE FAMILY HOMES,14137 PERSHING CRESCENT                  ,11435,2000,4640,2004,650000,-73.81675720214844,40.71195602416992
BROOKLYN,CANARSIE                 ,ONE FAMILY HOME,1173 EAST 81ST                           ,11236,1683,1120,1955,415000,-73.90721893310547,40.631500244140625
QUEENS,ST. ALBANS               ,ONE FAMILY HOME,205-23 113TH   ROAD                      ,11412,2850,1178,1945,370000,-74.22931671142578,40.51860046386719
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,30 BLYTHE PLACE                          ,10306,3270,2312,1986,450000,-74.14129638671875,40.564048767089844
QUEENS,WOODHAVEN,THREE FAMILY HOMES,74-27 85TH DRIVE,11421,2500,2750,1955,350000,-74.11316680908203,40.62331771850586
QUEENS,BAYSIDE,ONE FAMILY HOME,26-14 213TH STREET,11360,7500,2425,1960,750000,-73.77693939208984,40.777828216552734
STATEN ISLAND,ROSSVILLE                ,ONE FAMILY HOME,741 BLOOMINGDALE ROAD                    ,10309,3000,1675,1996,425000,-74.21858215332031,40.54383850097656
BRONX,BAYCHESTER               ,TWO FAMILY HOMES,1464 HICKS STREET                        ,10469,1966,3198,2004,661800,-73.84867858886719,40.878719329833984
BRONX,THROGS NECK              ,TWO FAMILY HOMES,4171 EAST TREMONT AVENUE                 ,10465,3300,2084,1955,445000,-73.8165512084961,40.818458557128906
BROOKLYN,DYKER HEIGHTS            ,TWO FAMILY HOMES,1324 66TH   STREET                       ,11219,4000,2244,1965,1135000,-74.00157928466797,40.62485885620117
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,73-03 189TH   STREET                     ,11366,5000,1444,1955,680000,-73.78177642822266,40.73334884643555
STATEN ISLAND,SOUTH BEACH,TWO FAMILY HOMES,31 XENIA STREET,10305,4000,2136,1965,765000,-74.0833511352539,40.59175109863281
QUEENS,SPRINGFIELD GARDENS      ,ONE FAMILY HOME,188-03 RIDGEDALE STREET                  ,11413,4200,2497,1955,482000,-73.75376892089844,40.681549072265625
STATEN ISLAND,GREAT KILLS-BAY TERRACE,ONE FAMILY HOME,6 CRANFORD STREET,10308,4100,1848,1975,600000,-74.14112854003906,40.55329895019531
BRONX,SCHUYLERVILLE/PELHAM BAY,TWO FAMILY HOMES,2703 WATERBURY AVENUE,10461,2450,2706,1970,675000,-73.83611297607422,40.83607864379883
QUEENS,BELLEROSE                ,ONE FAMILY HOME,8118 251 STREET                          ,11426,4000,1496,1950,416000,-73.71772003173828,40.74103927612305
QUEENS,RICHMOND HILL            ,THREE FAMILY HOMES,127-08 97TH   AVENUE                     ,11419,1413,2355,2006,625000,-73.81929016113281,40.69300842285156
QUEENS,MASPETH                  ,THREE FAMILY HOMES,66-37 HULL AVENUE                        ,11378,2500,2800,1965,750000,-73.89765167236328,40.727481842041016
STATEN ISLAND,WESTERLEIGH              ,ONE FAMILY HOME,309 BIDWELL AVENUE                       ,10314,3000,880,1955,327500,-74.1373291015625,40.616310119628906
QUEENS,SUNNYSIDE                ,THREE FAMILY HOMES,48-16 43RD AVENUE                        ,11104,1568,4636,1980,977500,-73.91574096679688,40.74441909790039
QUEENS,ROSEDALE                 ,ONE FAMILY HOME,231-01 146 AVENUE                        ,11413,4000,2458,1950,440000,-74.22931671142578,40.51860046386719
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,2032 EAST 70 STREET                      ,11234,3610,1615,1970,550000,-73.90501403808594,40.62868118286133
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,284 ROBINSON AVENUE                      ,10312,3325,2800,2006,621132,-74.15483093261719,40.54056930541992
